,URLS
872,https://investors.teleflex.com/news/news-details/2022/Teleflex-Named-to-Forbes-Best-Employers-for-Diversity-2022-List/default.aspx
873,https://www.comparably.com/companies/zynga/diversity
874,https://quizlet.com/597535197/inclusion-equity-and-diversity-flash-cards/
875,https://www.applovin.com/esg/
876,https://www.waters.com/nextgen/us/en/about-waters/environmental-social-and-governance/diversity-equity-and-inclusion.html
877,https://www.mutualofamerica.com/
878,https://khov.gcs-web.com/static-files/36bfea3b-3245-4ba4-8a66-f37155ccd095
879,https://www.amica.com/en/about-us/diversity-equity-inclusion.html
880,https://www.caleres.com/about/our-people
881,https://www.fticonsulting.com/about/diversity-and-inclusion
882,https://www.overstock.com/esg/diversity
883,https://www.visteon.com/careers/diversity/
884,https://www.salary.com/research/salary/employer/g-iii-apparel-group-ltd-de/diversity-equity-and-inclusion-specialist-iii-salary
885,https://www.itt.com/our-people/diversity-equity-and-inclusion
886,https://www.idexcorp.com/about-idex/inclusion-diversity/
887,https://blog.vantagecircle.com/diversity-and-inclusion-trends/
888,https://www.roku.com/about/diversity-equity-and-inclusion
889,https://www.schnitzersteel.com/company/about-schnitzer/diversity-inclusion
890,https://careers.brookdale.com/en/culture.html
891,https://www.werner.com/blog/celebrating-diversity-equity-and-inclusion-at-werner-enterprises/
892,https://www.pillsburylaw.com/en/news-and-insights/reit-citizenship-and-the-impact-of-americold-realty-trust-on.html
893,https://www.skywest.com/skywest-airline-jobs/equal-opportunity-employer
894,https://www.primerica.com/public/corporate-diversity-equality-inclusion.html
895,https://www.mcafee.com/en-us/consumer-corporate/inclusion-diversity.html
896,https://www.comparably.com/companies/nu-skin-enterprises/diversity
897,https://www.comparably.com/companies/copart/diversity
898,https://www.businesswire.com/news/home/20210311005526/en/Prog-Holdings-Makes-50000-Donation-to-Diversity-Centric-Charity-Partners
899,https://www.splunk.com/en_us/careers/diversity.html
900,https://www.mrcglobal.com/diversity/
901,https://www.stericycle.com/en-us/about-us/social-responsibility/diversity-equity-inclusion
902,https://www.comparably.com/companies/maxim-integrated/diversity
903,https://investor.ensigngroup.net/static-files/c1b239d4-3adf-4994-a2f4-14e529bd9f81
904,https://sm-energy.com/about-us/culture-and-priorities/
905,https://www.kaiseraluminum.com/community-environment/policies/
906,https://www.federatedinsurance.com/diversity-and-inclusion
907,https://www.f5.com/company/diversity-inclusion
908,https://www.steelcase.com/discover/steelcase/esg-overview/diversity-equity-inclusion/
909,https://www.encorewire.com/careers/our-culture.html
910,https://sustainability.guess.com/diversity-and-inclusion
911,https://investors.playtika.com/static-files/997fdf09-5b04-4361-b6d2-784ee8fd47d9
912,https://newsroom.pinterest.com/en/post/pinterest-2021-inclusion-diversity-report
913,https://careers.wework.com/inclusion-diversity/
914,https://www.mantech.com/compliance-ethics-integrity
915,https://www.brightview.com/company/esg/social-responsibility
916,https://www.nortonlifelock.com/us/en/corporate-responsibility/diversity-and-inclusion/
917,https://www.deckers.com/DEI
918,https://www.thegriffon108.com/diversity-and-inclusion/
919,https://www.amctheatres.com/corporate/diversity-inclusion
920,https://curtisswright.com/company/sustainability/social/default.aspx
921,https://myrgroup.com/wp-content/uploads/2021/11/MYRG-Sustainability-Report_FINAL-1.pdf
922,https://www.kontoorbrands.com/about/inclusion-and-diversity
923,https://libertyutilities.com/supplier-information.html
924,https://www.kofc.org/en/news-room/convention/2020/resolutions/knights-history-racial-equality.html
925,https://adapthealth.com/2023/02/09/adapthealth-named-one-of-americas-top-workplaces-for-diversity/
926,https://www.millerknoll.com/environmental-social-impact/inclusion
927,https://blog.equityapartments.com/equity-residential-welcomes-new-director-of-diversity-and-inclusion/
928,https://www.comparably.com/companies/dexcom/diversity
929,https://www.rollins.edu/about-rollins/diversity-inclusion/
930,https://www.genesco.com/esg/equality
931,https://www.bruker.com/en/careers/culture.html
932,https://www.joann.com/diversity-inclusion/
933,https://www.wolverineworldwide.com/about-us/responsibility/our-team/attachment/diversity/
934,https://www.tvtechnology.com/news/diversity-gray-television-to-launch-a-new-media-training-center
935,https://www.amg.com/responsibility/
936,https://summit-materials.com/healthy-employees/
937,https://studentaffairs.loyno.edu/sites/default/files/inclusion_and_advocacy_with_slm_1.pdf
938,https://www.belden.com/resources/sustainability/social
939,https://www.allisontransmission.com/careers/diversity-and-inclusion
940,https://www.elementsolutionsinc.com/sustainability/social-impact
941,https://portlandgeneral.com/about/who-we-are/diversity-equity-and-inclusion
942,https://revgroup.com/ada-compliance-statement/
943,https://www.acadiahealthcare.com/about/culture/
944,https://www.are.com/disclosure/Diversity-Equal-Employment-Opportunity-and-Fair-Labor-Policy.pdf
945,https://www.nordson.com/en/our-company/about-us/diversity-equity-and-inclusion
946,https://www.newmarket.ca/TownGovernment/Pages/Diversity-and-Inclusion.aspx
947,https://www.ong.ohio.gov/programs/inclusion/index.html
948,https://jobs.stepan.com/content/Diversity-and-Inclusion/?locale=en_US
949,https://www.afmc.af.mil/Resiliency/Diversity/
950,https://corporate.hgv.com/corporate-social-responsibility/human-rights-diversity/default.aspx
951,https://www.cooperstandard.com/company/our-social-responsibility-commitment/diversity-and-inclusion
952,https://www.etsy.com/news/expanding-diversity-equity-and-inclusion-across-etsys-entire-business
953,https://www.crocs.com/comfort-for-all-people.html
954,https://www.olysteel.com/corporate-responsibility/diversity
955,https://www.linkedin.com/company/signature-bank_3/life
956,https://careers.sbasite.com/diversity-and-inclusion/
957,https://www.murphyoilcorp.com/diversity-inclusion/
958,https://www.entegris.com/en/home/about-us/corporate-social-responsibility.html
959,https://www.avaloncommunities.com/-/media/Images/Corp/About%20Us/Corporate%20Responsibility/environment/2022-Inclusion-And-Diversity.pdf
960,https://www.saia.com/about-us/corporate-responsibility
961,https://scripps.com/corporate-social-responsibility/equity-diversity-and-inclusion/
962,https://www.ttec.com/about-us/diversity-equity-and-inclusion
963,https://careers.suncommunities.com/SunOutdoors/content/IDEA/?locale=en_US
964,https://alphametresources.com/esg/
965,https://www.geogroup.com/embracing-diversity-inclusion
966,https://www.viasat.com/about/what-we-believe/diversity-and-inclusion-in-the-workplace/
967,https://www.bench.com/setting-the-benchmark/benchmark-diversity-equity-and-inclusion-qa-w/-rhonda-turner-and-katee-van-horn
968,https://www.karglobal.com/our-journey-to-create-a-culture-of-belonging/
969,https://www.ttm.com/en/about-ttm/who-we-are/diversity
970,https://www.kirby.org/about/diversity-and-inclusion
971,https://www.woodward.edu/who-we-are/diversity-equity-inclusion
972,https://blog.clearchanneloutdoor.com/topic/diversity-inclusion
973,https://jobs.spireenergy.com/content/Our-Integrity-and-Inclusion/?locale=en_US
974,https://vistaoutdoor.com/esg/
975,https://surgerypartners.com/about-us
976,https://blog.lhcgroup.com/celebrating-the-benefits-of-diversity-at-lhc-group/
977,https://careers.amedisys.com/diversity-equity-inclusion
978,https://www.glassdoor.com/Culture/Century-Aluminum-DEI-E5383.htm
979,https://www.archrsc.com/sustainability/people/
980,https://www.rocket.com/diversity
981,https://www.comparably.com/companies/sleep-number-corporation/diversity
982,https://www.hnicorp.com/diversity-equity-and-inclusion
983,https://blog.purestorage.com/perspectives/driving-diversity-inclusion-and-belonging/
984,http://www.trueblueinclusion.com/
985,https://www.comparably.com/companies/party-city/diversity
986,https://www.dnb.com/en-ch/about-us/people-and-organization/social/
987,https://blog.dropbox.com/topics/company/our-2021-diversity-report
988,https://www.njresources.com/about/diversity-inclusion/index.aspx
989,https://www.acushnetholdingscorp.com/who-we-are/environment-social-and-responsibility/
990,https://www.harsco.com/sites/default/files/2022-10/Harsco-2021_ESG_Report_0.pdf
991,http://ir.beazer.com/guidelines
992,https://www.comparably.com/companies/chemed-cor/diversity
993,https://www.genesisenergy.com/esg/social/
994,https://www.bwxt.com/media/e88da04f-8ea1-4234-9d8f-089e43af56e2/EcMwTA/Documents/Corporate%20Citizenship/SR_2022.pdf
995,https://www.comparably.com/companies/vizio/gender
996,https://www.1800flowers.com/blog/business/how-to-reinvigorate-workplace-diversity-equity-and-inclusion-efforts/
997,https://www.cowen.com/about/inclusion-and-diversity/
998,https://www.ashland.com/esg/social/inclusion-and-diversity
999,https://careers.docusign.com/dei
